,WAP013,WAP014,WAP023,WAP024,WAP027,WAP028,WAP029,WAP030,WAP031,WAP032,WAP033,WAP034,WAP035,WAP036,WAP039,WAP040,WAP041,WAP042,WAP043,WAP047,WAP048,WAP051,WAP052,WAP057,WAP058,WAP061,WAP062,WAP069,WAP070,WAP074,WAP077,WAP078,WAP081,WAP084,WAP085,WAP087,WAP098,WAP099,WAP132,WAP142,WAP143,WAP155,WAP156,WAP160,WAP161,WAP162,WAP224,WAP225,WAP248,WAP253,WAP268,WAP294,WAP303,WAP323,WAP360,WAP452,LONGITUDE,LATITUDE,FLOOR,BUILDINGID,SPACEID,RELATIVEPOSITION,USERID,PHONEID,TIMESTAMP
933,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-82,100,100,100,100,-70,-76,100,100,100,100,-76,-76,-85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-85,100,-7323.251427945623,4864817.453531315,2,2,0,0,0,12,1380874825
934,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-84,-86,100,100,100,-78,-82,100,-78,-78,-84,100,-88,-64,100,100,100,100,100,100,100,100,100,100,100,100,100,-77,100,-77,100,-7353.241445766771,4864834.484727346,2,2,0,0,0,20,1380874827
935,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-93,-72,100,-97,100,100,100,-91,100,100,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-7342.972399998456,4864756.190300003,0,2,0,0,0,21,1380874829
936,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-90,-79,-79,-74,100,100,100,-89,-62,-63,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-7314.968294913922,4864799.553774933,1,2,0,0,0,15,1380874829
937,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-92,-81,-85,-83,100,100,100,100,-58,-58,100,100,100,100,100,100,100,100,100,100,-88,100,100,100,100,100,100,100,-7315.291999999434,4864801.299800001,1,2,0,0,0,9,1380874835
939,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-77,-78,-89,-92,100,-85,-83,100,-78,-84,-89,-79,-82,-62,100,100,100,100,100,100,100,100,100,100,100,100,100,-77,100,-81,100,-7337.999906722742,4864825.939294281,2,2,0,0,0,20,1380874866
941,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-90,-79,-86,-74,100,100,100,-89,-69,-69,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-7314.001354584349,4864798.13277306,1,2,0,0,0,15,1380874870
942,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-84,-84,100,100,-71,-75,-70,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-84,100,-80,100,-7316.4720821567735,4864800.75959904,3,2,0,0,0,20,1380874878
943,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-91,100,100,-88,-91,100,100,100,100,-73,-72,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-7313.808492191816,4864797.158973377,1,2,0,0,0,9,1380874883
944,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-77,-78,-89,-92,100,-81,-83,100,-91,-90,-89,-78,-79,-69,100,100,100,100,100,100,100,100,100,100,100,100,100,-81,100,-83,100,-7323.826683824333,4864818.153300077,2,2,0,0,0,20,1380874891
946,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-79,100,-85,-79,100,-76,-76,100,-79,-79,100,100,100,-61,100,100,100,100,100,100,100,100,100,-82,100,100,100,-70,100,-76,100,-7360.235236726839,4864837.779274176,2,2,0,0,0,12,1380874893
948,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-87,-86,-72,-91,100,100,100,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-7396.549482593195,4864813.5592631865,0,2,0,0,0,21,1380874906
949,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-84,-84,-84,100,100,-75,-84,100,100,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,-84,100,-94,100,-7329.030799999833,4864826.035400003,3,2,0,0,0,20,1380874907
950,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-81,100,100,-91,-90,-89,-69,-69,-77,100,100,100,100,100,100,100,100,100,100,100,100,100,-81,100,-83,100,-7311.4756875463745,4864813.082901002,2,2,0,0,0,20,1380874909
951,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-79,100,-85,100,100,-85,-76,100,-79,-79,100,100,100,-37,100,100,100,100,100,100,100,100,100,-82,100,100,100,-70,100,-76,100,-7374.888738568872,4864844.465776999,2,2,0,0,0,12,1380874922
952,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-72,-74,-82,-81,100,-81,100,100,-91,-90,-89,-76,-76,-77,100,100,100,100,100,100,100,100,100,100,100,100,100,-81,100,-83,100,-7316.672522646042,4864800.541040677,2,2,0,0,0,20,1380874926
953,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-94,-94,-58,-59,-79,-88,-85,100,-96,-95,-81,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-7409.611999999732,4864797.185400005,1,2,0,0,0,2,1380874927
954,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,-92,-88,100,100,100,100,100,-80,-82,-80,100,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,-82,100,-83,100,-7345.316954613952,4864829.318080088,3,2,0,0,0,20,1380874930
955,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-79,-79,100,100,100,-76,-76,100,100,100,100,100,100,-49,100,100,100,100,100,100,100,100,100,-82,100,100,100,-82,100,100,100,-7385.799964943388,4864837.274073718,2,2,0,0,0,12,1380874948
956,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-81,-69,-86,-87,-91,-88,100,100,-76,-90,-85,-76,-76,-77,100,100,100,100,100,100,100,100,100,100,100,100,100,-87,100,-89,100,-7327.9573975255435,4864782.540321998,1,2,0,0,0,20,1380874949
957,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,-92,-88,-93,-90,-90,100,100,-72,-74,-81,100,100,-71,100,100,100,100,100,100,100,100,100,-87,100,100,100,-82,100,-75,100,-7358.745604844637,4864840.831599331,3,2,0,0,0,20,1380874959
959,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-79,-88,-86,100,-93,-90,-86,-64,-63,100,100,100,100,100,100,100,100,100,100,-88,100,100,100,100,100,100,100,-7315.559750000015,4864800.8171,1,2,0,0,0,9,1380874985
960,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,-84,100,-93,-90,-82,-85,100,-85,-85,-81,100,100,-77,100,100,100,100,100,100,100,100,100,-87,100,100,100,100,100,-75,100,-7386.7525999993095,4864838.388400003,3,2,0,0,0,20,1380875000
961,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-85,-70,-76,100,-58,-52,100,100,100,-79,-85,100,-85,100,100,100,100,100,100,100,100,100,100,100,100,100,-85,100,-82,100,-7405.881999999285,4864808.637199998,2,2,0,0,0,12,1380875001
963,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-92,-69,-81,-86,-85,-82,100,100,-76,100,-82,-88,-87,-91,100,100,100,100,100,100,100,100,100,100,100,100,100,-87,100,-89,100,-7325.696196629609,4864782.345072866,1,2,0,0,0,20,1380875007
964,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,100,100,100,100,-57,-56,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-60,100,-64,100,-7384.233505771906,4864775.332665912,4,2,0,0,0,14,1380875028
965,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-70,-76,-70,-70,100,-40,-40,100,-76,-70,-61,-85,100,-85,100,100,100,100,100,100,100,100,100,100,100,100,100,-85,100,100,100,-7404.477984488638,4864791.884756636,2,2,0,0,0,12,1380875031
966,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-66,-73,100,100,-91,-78,-70,100,100,-94,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,100,-88,100,-7358.450451301361,4864768.034913924,2,2,0,0,0,2,1380875033
968,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-67,-67,100,100,100,-61,-61,100,100,-85,-85,100,100,-82,100,100,100,100,100,100,100,100,100,100,100,100,100,-70,100,-70,100,-7385.400800000876,4864779.729400006,2,2,0,0,0,12,1380875063
971,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-55,-53,100,100,-74,100,-87,100,100,-98,-90,100,100,-97,100,100,100,100,100,100,100,100,100,100,100,100,100,-95,100,100,100,-7339.123771427998,4864756.6553000035,2,2,0,0,0,13,1380875086
973,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-92,100,-81,-86,-85,-82,100,100,100,100,-82,-79,-79,-91,100,100,100,100,100,100,100,100,100,100,100,100,100,-91,100,-90,100,-7323.175950052059,4864818.494381349,0,2,0,0,0,20,1380875093
974,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-60,-61,100,100,-70,-88,100,100,100,100,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-7339.168003155733,4864757.787284977,2,2,0,0,0,13,1380875105
975,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-71,-73,-63,-68,-84,-46,-58,100,-85,-79,-70,100,100,-79,100,100,100,100,100,100,100,100,100,-87,100,100,100,100,100,-87,100,-7405.37253955039,4864794.002999065,2,2,0,0,0,20,1380875110
977,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-87,100,100,-55,-55,-79,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-78,100,100,100,-7413.9408429863415,4864786.449395823,4,2,0,0,0,14,1380875121
981,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-58,-58,-63,-82,-84,-78,-74,100,100,-83,-70,100,100,-79,100,100,100,100,100,100,100,100,100,-89,100,100,100,-62,100,-60,100,-7373.242687185409,4864776.560551883,2,2,0,0,0,20,1380875147
983,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-57,-64,100,-82,-79,-73,-73,100,100,-83,-78,100,100,100,100,100,100,100,100,100,100,100,100,-89,100,100,100,-77,100,-78,100,-7358.774700000136,4864764.957340001,2,2,0,0,0,20,1380875162
984,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-75,-75,-91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-87,100,-86,100,-7357.391503569515,4864763.57069022,4,2,0,0,0,21,1380875165
985,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-90,100,-76,-76,100,100,100,100,100,100,100,100,-82,-69,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-7376.803530225771,4864851.692397583,1,2,0,0,0,4,1380875170
987,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,100,100,100,100,100,100,100,100,100,-80,-76,-63,100,100,100,100,100,100,100,100,100,-85,100,100,100,100,100,100,100,-7374.308033332229,4864844.5968,1,2,0,0,0,4,1380875181
989,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-50,-53,100,-82,-63,-85,-85,100,100,-83,-78,100,100,100,100,100,100,100,100,100,100,100,100,-89,100,100,100,-77,100,-78,100,-7342.736770755633,4864754.49906421,2,2,0,0,0,20,1380875188
990,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-69,-68,-91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-70,100,-70,100,-7371.480203799097,4864771.22972935,4,2,0,0,0,21,1380875191
991,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,-89,100,100,-84,-84,100,100,100,100,100,-74,-69,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-7366.096027965808,4864845.7778659165,1,2,0,0,0,4,1380875209
992,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-81,100,-79,-78,-81,-90,-89,100,-93,100,-89,100,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-7394.601053248651,4864819.760564365,0,2,0,0,0,20,1380875216
993,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-73,-73,-85,-85,-79,-82,-82,100,100,100,-85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-85,100,-79,100,-7325.815571195094,4864781.86904137,2,2,0,0,0,12,1380875217
994,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-57,-57,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-76,100,-75,100,-7386.221972295705,4864777.334458927,4,2,0,0,0,21,1380875227
996,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-73,-73,100,100,100,-93,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,100,-87,100,-7327.404995579134,4864783.043202895,2,2,0,0,0,13,1380875254
997,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,-76,-79,-80,100,-86,-85,-77,-52,-61,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,100,100,100,-7315.47049999982,4864800.978,1,2,0,0,0,20,1380875275
999,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-78,100,100,100,100,-65,-66,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-83,100,-76,100,-7352.2351659727665,4864833.047500068,1,2,0,0,0,4,1380875284
1001,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,-81,-83,-80,100,-86,-85,-77,-46,-49,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,100,100,100,-7309.219399999826,4864812.245399997,1,2,0,0,0,20,1380875287
1002,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-85,-87,100,-86,-86,100,100,100,-93,-81,-84,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-7315.283556228315,4864794.07031917,0,2,0,0,0,9,1380875293
1004,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-82,-79,-80,-83,100,-84,-74,100,100,100,100,-66,-66,100,100,100,100,100,100,100,100,100,100,-85,100,100,100,-80,100,-79,100,-7338.793340000509,4864824.8933000015,1,2,0,0,0,4,1380875304
1005,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,-87,-62,-56,-68,-78,-78,100,-82,-83,-74,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-7398.587628572115,4864787.045357148,1,2,0,0,0,20,1380875310
1006,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,-86,-80,-80,100,-86,-85,-77,-55,-61,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,100,100,100,-7324.758898928099,4864817.932908187,1,2,0,0,0,20,1380875311
1007,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-79,-77,100,-75,-77,100,100,-87,100,-56,-55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-81,100,-81,100,-7332.1342594739845,4864822.032640364,1,2,0,0,0,4,1380875322
1009,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-85,-94,100,-88,-92,100,100,100,-93,-82,-81,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-7311.872768004977,4864804.961823843,0,2,0,0,0,9,1380875328
1010,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-79,-82,100,100,100,100,100,100,-82,-78,-78,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-7314.611699998379,4864800.712399994,0,2,0,0,0,15,1380875330
1011,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-83,-84,-71,-71,-62,100,100,100,100,-84,-84,-89,100,-83,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-83,100,-7364.015689999609,4864767.864959998,1,2,0,0,0,20,1380875343
1013,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-47,-46,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,100,-84,100,-7407.3842025054955,4864789.02514714,4,2,0,0,0,21,1380875344
1014,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-87,-88,-87,100,-79,100,100,100,100,-55,-54,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-81,100,-80,100,-7318.7835859091065,4864814.577361084,1,2,0,0,0,4,1380875346
1015,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-78,-78,-79,-88,-86,-80,-80,100,-86,-85,100,-71,-72,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-78,100,-78,100,-7345.249364511099,4864830.856942375,0,2,0,0,0,20,1380875356
1018,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-75,-84,-68,-69,-55,100,100,100,100,-84,-84,-89,100,-79,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-83,100,-7340.466578977114,4864758.146852205,1,2,0,0,0,20,1380875374
1019,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-78,-87,100,-72,100,100,100,100,-68,-67,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-7333.795755361259,4864821.616847789,0,2,0,0,0,15,1380875377
1020,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-82,-81,100,-72,-78,100,100,100,100,-60,-60,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-7318.440245424106,4864814.044495853,1,2,0,0,0,4,1380875385
1023,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-87,-84,-92,-92,-69,-81,-81,100,100,-84,-84,-72,-73,-79,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,100,-83,100,-7327.0109317232545,4864784.333524555,1,2,0,0,0,20,1380875402
1024,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-50,-50,100,-84,-84,100,100,100,-82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-7405.956991638471,4864801.577348484,1,2,0,0,0,14,1380875402
1027,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-78,-74,-87,100,-89,-78,-78,100,100,100,100,-73,-77,-75,100,100,100,100,100,100,100,100,100,-87,100,100,100,-77,100,-80,100,-7365.076819810491,4864840.585292623,0,2,0,0,0,20,1380875410
1028,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-87,100,-85,-92,-75,-80,-80,100,-82,100,-84,-79,-49,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,100,100,100,-7315.541899999976,4864800.849280001,1,2,0,0,0,20,1380875414
1033,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-74,-67,-61,-89,-78,-78,100,100,100,100,-73,-77,-71,100,100,100,100,100,100,100,100,100,100,100,100,100,-77,100,-80,100,-7377.913143449317,4864849.9919501785,1,2,0,0,0,20,1380875440
1034,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-85,100,-75,-80,-80,100,-82,100,100,-54,-48,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-7310.299179000072,4864812.098652742,1,2,0,0,0,20,1380875442
